FactoryID,Date,AvgFoamDensity,DefectRate,ProductionVolume,EnergyConsumption,Uptime,BOM_Cost,SalePrice,ProfitPerUnit,TotalProfit,ProfitabilityRatio
F1,2024-01-01,51.993428306022466,2.5435275078719473,114,478.46133323530603,23.166316174903393,12.970653576760675,21.845210193563773,8.874556616803098,1011.6994543155531,40.624725228864115
F1,2024-01-02,50.72347139765763,2.0552695261768257,101,486.72979613500314,23.158472571178216,11.904454283155108,22.093493233367102,10.189038950211994,1029.0929339714114,46.11782683067887
F1,2024-01-03,52.29537707620138,1.799663418334207,110,484.00986883588655,20.36482441219476,14.849571989073016,23.70472102791382,8.855149038840803,974.0663942724884,37.35605674672695
F1,2024-01-04,54.04605971281605,2.34403792850907,113,464.99669484729714,21.977681218810325,14.210594615678543,24.84522985191021,10.634635236231668,1201.7137816941786,42.80352928759091
F1,2024-01-05,50.53169325055333,3.857274259781298,108,498.7432640331597,20.230235040066578,14.19164352355569,26.18254771530296,11.99090419174727,1295.017652708705,45.79731629683587
F1,2024-01-06,50.53172608610164,2.308007330051888,113,487.89484583478844,22.19811552929494,12.34346579897485,23.689136395697723,11.345670596722872,1282.0607774296845,47.893981474070976
F1,2024-01-07,54.15842563101478,2.796976554358415,85,478.71770262557004,21.766122005493507,12.074097511688326,24.62534716133148,12.551249649643154,1066.856220219668,50.9688231699411
F1,2024-01-08,52.53486945830582,3.2575473972379445,99,481.58603731171763,23.550816731033198,11.367035359653531,27.474709381337565,16.107674021684034,1594.6597281467193,58.62727717376808
F1,2024-01-09,50.0610512281301,2.409074005948235,84,471.9800031213895,21.403660050208316,10.281877483254636,20.36683202890598,10.084954545651343,847.1361818347127,49.51655972484133
F1,2024-01-10,52.08512008717193,3.929455206802402,115,463.38654947505785,20.468268065710422,14.323611881275266,22.524369443440207,8.200757562164942,943.0871196489683,36.40837796928098
F1,2024-01-11,50.073164614375074,3.906118237355278,97,468.79863393256306,20.571966728211343,14.064505045650389,27.133495858845524,13.068990813195136,1267.6921088799281,48.16552530194757
F1,2024-01-12,50.06854049285948,2.1294557395634106,108,488.89230552321845,23.04604252686989,14.998588366430653,28.952068376871992,13.95348001044134,1506.9758411276646,48.19510588607171
F1,2024-01-13,51.48392454313207,2.7431212647309637,110,451.7196744314878,22.472872253265045,14.983184185369527,25.116774421156663,10.133590235787135,1114.694925936585,40.34590614968174
F1,2024-01-14,47.1734395106844,2.2521957745419243,109,456.8036320253458,20.40449070449116,12.777158528013137,25.321134852653156,12.543976324640019,1367.293419385762,49.53955025173627
F1,2024-01-15,47.550164334973935,2.212101235943669,86,453.3001321010876,20.33642722445999,13.844937075902553,21.07172011339776,7.226783037495206,621.5033412245878,34.29612294869223
F1,2024-01-16,49.875424941518055,1.5922173683863319,115,453.0364401159485,22.80387652583648,14.723828649412141,24.474123668234547,9.750295018822406,1121.2839271645767,39.839199764596714
F1,2024-01-17,48.97433775933115,3.023910834949742,117,493.77302920055035,20.291052025456775,14.248236953387057,25.32617266455023,11.077935711163175,1296.1184782060914,43.7410573555367
F1,2024-01-18,51.628494665190544,2.7566975580721538,104,486.18289296900116,23.287440237161427,11.236740508715988,22.424705036347298,11.18796452763131,1163.5483108736562,49.89124498849456
F1,2024-01-19,49.18395184895758,1.6286968781249733,109,474.70869145436626,22.824968908625983,12.252720676550467,22.69243230949381,10.439711632943343,1137.9285679908244,46.00525624825018
F1,2024-01-20,48.17539259732942,2.1966161605915286,111,455.89170803255007,20.3253951225676,10.645797075757475,23.772841631046226,13.127044555288752,1457.1019456370514,55.21865984311039
F1,2024-01-21,53.93129753784311,3.7706647149166344,115,475.5807937558416,20.33935085634077,14.770255136293612,20.200711977777264,5.430456841483652,624.5025367706199,26.882502198227865
F1,2024-01-22,50.54844739902693,2.098904726667431,113,474.6735885390283,23.9465583140047,13.0308731722544,23.220791655831782,10.189918483577381,1151.460788644244,43.88273507039643
F1,2024-01-23,51.13505640937585,1.8622371802280577,101,459.66009349550075,21.497083183024483,11.143214027517313,22.114480069965445,10.971266042448132,1108.0978702872612,49.61123213269049
F1,2024-01-24,48.15050362757309,2.7236319006939076,112,472.69258246189867,21.482568588267565,13.358503422029283,23.274973521779145,9.916470099749862,1110.6446511719846,42.605720219061475
F1,2024-01-25,49.91123455094964,3.964126135276502,103,470.9252367198687,23.25119826903001,13.09064120228948,21.19762131819251,8.106980115903031,835.0189519380123,38.2447633826978
F1,2024-01-26,51.22184517941973,2.105138178778751,113,481.7925049026108,23.788994309535436,11.790813590164202,28.90527280739895,17.11445921723475,1933.9338915475266,59.20877941983623
F1,2024-01-27,48.6980128451554,3.1803388685146965,83,482.7546825433822,23.944004255291482,10.567787960998146,25.935924535540487,15.36813657454234,1275.5553356870143,59.25424618460426
F1,2024-01-28,51.75139603669135,3.404049038321794,98,453.2652004886022,23.01351274103577,13.357865977963998,26.791023191444896,13.433157213480898,1316.449406921128,50.14051578952189
F1,2024-01-29,49.79872262016239,2.0940938599809993,105,469.7306307313236,21.50503834212366,12.601538504518967,27.891712386073383,15.290173881554416,1605.4682575632137,54.819774669657626
F1,2024-01-30,50.41661250041345,3.3205408715296487,111,482.2929957857118,20.334002866794677,13.861591958678197,24.984421989290574,11.122830030612377,1234.6341333979738,44.51906085872274
F1,2024-01-31,49.79658677554121,2.419457831798133,83,476.1568129290044,23.10858766370975,12.600817505559966,20.869202880874237,8.26838537531427,686.2759861510845,39.62003447142634
F1,2024-02-01,54.70455636901787,3.080764576483949,120,493.8244920594161,22.23361699894322,14.260907501592701,25.371065418185477,11.110157916592776,1333.218949991133,43.79066362987356
F1,2024-02-02,50.973005550524135,3.083824276902237,104,483.93468158094726,21.696888036987904,12.759534193872428,25.868411180208792,13.108876986336364,1363.3232065789819,50.67523047710639
F1,2024-02-03,48.8845781420882,2.839436710186896,112,459.1467213540715,23.625417540378944,12.804689857676932,27.454394741843302,14.64970488416637,1640.7669470266335,53.36014514950761
F1,2024-02-04,52.64508982420638,1.7257244251360206,102,454.5284373700215,20.444789929224605,14.383268013291726,24.316595462296796,9.93332744900507,1013.1993997985171,40.84999260857395
F1,2024-02-05,48.558312700057954,3.588256238973095,103,483.12096391031577,21.970500417163436,12.017414331061985,21.27580302795564,9.258388696893654,953.6140357800464,43.51604818266302
F1,2024-02-06,51.41772719000951,2.3019501624293395,82,452.3255655270811,20.045414579069675,10.670076142253203,22.837759057987245,12.167682915734042,997.7499990901915,53.27879537059278
F1,2024-02-07,47.08065975224045,1.9662962759996356,107,480.2887790636732,21.874642567976505,10.143913381566694,23.63082296398635,13.486909582419656,1443.0993253189033,57.07338082543237
F1,2024-02-08,48.34362790220314,1.6019378538869098,82,498.01151207124786,20.22521310272735,13.775686278368095,26.45917241331601,12.683486134947916,1040.0458630657292,47.93606518306954
F1,2024-02-09,51.39372247173824,2.9772323579706046,106,479.7737088937939,20.475271665072288,13.101547756767324,25.70778304668912,12.606235289921795,1336.2609407317102,49.03664881186766
F1,2024-02-10,52.47693315999082,3.193910904605706,97,470.4084963103261,20.47010498710842,13.520398840496117,23.56096725897846,10.040568418482344,973.9351365927874,42.61526408537472
F1,2024-02-11,51.34273656237994,1.5414695723196403,120,483.16441092211767,22.596841208464255,11.064820807544553,29.865152487929798,18.800331680385245,2256.0398016462295,62.95073058134736
F1,2024-02-12,50.76870343522352,2.7802326457482023,113,473.91264452457585,22.984179517061694,10.681857377933849,26.05774819356887,15.375890815635021,1737.4756621667573,59.00698211302018
F1,2024-02-13,50.39779260882142,2.0662394379948448,89,478.28083946579676,22.33347506038864,10.072723328339409,22.372267917359945,12.299544589020536,1094.6594684228278,54.97674457705114
F1,2024-02-14,48.04295601926515,3.1129319760236247,119,498.07324043882625,23.848690193898168,11.752937794032984,21.017824726204037,9.264886932171052,1102.5215449283553,44.081093323706455
F1,2024-02-15,49.560311583210584,1.9359160725124787,109,470.3051318900387,21.499482318094817,12.949588434273165,21.52859139184332,8.579002957570156,935.111322375147,39.84934639439782
F1,2024-02-16,50.07872245808043,3.227344345256165,106,499.0595281911957,21.142848345127444,11.96122022549866,22.459577283845082,10.498357058346421,1112.8258481847206,46.743342163869535
